Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
RUDAULI,BJP,2,0.0,1 Crore+,UTTAR PRADESH,Graduate
JAMSHEDPUR EAST,IND,0,40000000.0,0,JHARKHAND,Post Graduate
WEIR (SC),BJP,1,30000000.0,14 Lac+,RAJASTHAN,Graduate
AVANASHI (SC),AIADMK,0,0.0,1 Crore+,TAMIL NADU,Graduate Professional
SIMDEGA (ST),INC,2,3800000.0,31 Lac+,JHARKHAND,Graduate
REJINAGAR,AITC,1,10000000.0,0,WEST BENGAL,Post Graduate
BELGAUM UTTAR,INC,0,330000000.0,2 Lac+,KARNATAKA,12th Pass
ANKLAV,INC,0,20000000.0,15 Lac+,GUJARAT,Post Graduate
JOLARPET,DMK,3,20000000.0,37 Lac+,TAMIL NADU,Graduate Professional
BISHRAMPUR,BJP,0,0.0,0,JHARKHAND,Graduate
COOCHBEHAR UTTAR (SC),BJP,3,4900000.0,0,WEST BENGAL,12th Pass
ANTAGARH (ST),BJP,0,40000000.0,0,CHHATTISGARH,Post Graduate
AMARGARH,AAP,0,190000000.0,0,PUNJAB,Graduate Professional
BILARI,SP,0,40000000.0,0,UTTAR PRADESH,Post Graduate
MANOHAR THANA,BJP,0,0.0,23 Lac+,RAJASTHAN,Graduate
JAYAL (SC),BJP,0,40000000.0,0,RAJASTHAN,Post Graduate
CHANGLANG NORTH,BJP,0,20000000.0,0,ARUNACHAL PRADESH,Graduate
DHORAJI,BJP,0,80000000.0,60 Lac+,GUJARAT,12th Pass
HARI NAGAR,AAP,0,480000000.0,19 Crore+,DELHI,12th Pass
KAPADVANJ,BJP,0,10000000.0,8 Lac+,GUJARAT,12th Pass
BIHARSHARIF,BJP,7,110000000.0,0,BIHAR,10th Pass
PHILLAUR (SC),INC,0,70000000.0,35 Lac+,PUNJAB,Post Graduate
JAGIROAD (SC),BJP,0,0.0,46 Lac+,ASSAM,Post Graduate
MUTHIALPET,IND,2,10000000.0,16 Lac+,PUDUCHERRY,Post Graduate
GORAKHPUR RURAL,BJP,0,90000000.0,28 Lac+,UTTAR PRADESH,Graduate
SAMASTIPUR,RJD,5,6700000.0,0,BIHAR,Graduate
THIYAGARAYANAGAR,DMK,3,30000000.0,1 Crore+,TAMIL NADU,Post Graduate
BHUBANESWAR NORTH,BJD,0,130000000.0,4 Crore+,ODISHA,Graduate
BARAULI,BJP,0,130000000.0,67 Lac+,UTTAR PRADESH,Post Graduate
ASHOKNAGAR,AITC,3,10000000.0,20 Lac+,WEST BENGAL,Graduate
UDAIPURA,BJP,0,60000000.0,28 Lac+,MADHYA PRADESH,Post Graduate
PURI,BJP,3,0.0,9 Lac+,ODISHA,Graduate
KARTARPUR (SC),AAP,0,40000000.0,10 Lac+,PUNJAB,12th Pass
MOKOKCHUNG TOWN,NDPP,0,80000000.0,0,NAGALAND,Graduate
MODAKKURICHI,BJP,0,110000000.0,62 Lac+,TAMIL NADU,Graduate
DIGHA,BJP,4,70000000.0,0,BIHAR,Graduate
BALI,BJP,0,50000000.0,5 Lac+,RAJASTHAN,Post Graduate
JIND,BJP,0,20000000.0,25 Lac+,HARYANA,12th Pass
TUNI,YSRCP,15,150000000.0,65 Lac+,ANDHRA PRADESH,12th Pass
MAHARAJPUR,BJP,0,10000000.0,42 Lac+,MADHYA PRADESH,Graduate
KANTHI UTTAR,BJP,0,40000000.0,26 Lac+,WEST BENGAL,Post Graduate
RATNAGIRI,SHS,0,40000000.0,1 Crore+,MAHARASHTRA,Graduate
MAHANGA,BJD,1,90000000.0,0,ODISHA,Graduate
KORIDANG (ST),BJP,0,0.0,0,NAGALAND,Graduate
SHRIRANGAPATTANA,INC,2,150000000.0,1 Crore+,KARNATAKA,Post Graduate
BIRMAHARAJPUR,BJD,0,20000000.0,16 Lac+,ODISHA,Post Graduate
DHARAMPUR,BJP,0,30000000.0,16 Lac+,UTTARAKHAND,Graduate Professional
KAVALI,YSRCP,7,2420000000.0,27 Crore+,ANDHRA PRADESH,Graduate
BIJNI,BJP,0,2300000.0,0,ASSAM,Post Graduate
DHARCHULA,INC,1,40000000.0,2 Crore+,UTTARAKHAND,Graduate
PRATHIPADU (SC),YSRCP,1,80000000.0,1 Crore+,ANDHRA PRADESH,12th Pass
BIHPURIA,BJP,0,10000000.0,57 Lac+,ASSAM,Post Graduate
KOLHAPUR NORTH,INC,1,790000000.0,18 Crore+,MAHARASHTRA,12th Pass
PENDURTHI,YSRCP,2,60000000.0,1 Crore+,ANDHRA PRADESH,12th Pass
KALYANPUR (SC),JD(U),1,60000000.0,1 Crore+,BIHAR,Graduate
LOHAWAT,BJP,0,0.0,0,RAJASTHAN,Graduate
KHAMBHAT,INC,0,0.0,8 Lac+,GUJARAT,Graduate
DHAISAR,BJP,0,40000000.0,13 Lac+,MAHARASHTRA,Graduate
HARINGHATA (SC),BJP,2,0.0,16 Lac+,WEST BENGAL,Post Graduate
JHANSI NAGAR,BJP,2,90000000.0,4 Crore+,UTTAR PRADESH,Graduate
ANANDPUR SAHIB,AAP,0,20000000.0,22 Lac+,PUNJAB,Graduate Professional
WEST PENDAM,Sikkim Krantikari Morcha,0,0.0,12 Lac+,SIKKIM,Graduate
PERUMBAVOOR,INC,3,10000000.0,16 Lac+,KERALA,Graduate Professional
CHOUDWAR-CUTTACK,BJD,0,0.0,0,ODISHA,12th Pass
HOSUR,DMK,0,70000000.0,7 Crore+,TAMIL NADU,Graduate
AMLOH,AAP,0,4500000.0,4 Lac+,PUNJAB,Post Graduate
RAYADURG,YSRCP,6,170000000.0,6 Crore+,ANDHRA PRADESH,12th Pass
TADIKONDA (SC),YSRCP,0,90000000.0,2 Crore+,ANDHRA PRADESH,12th Pass
DIBRUGARH,BJP,0,40000000.0,84 Lac+,ASSAM,12th Pass
ONDA,BJP,6,6500000.0,1 Lac+,WEST BENGAL,Graduate
GHAZIABAD,BJP,0,230000000.0,1 Crore+,UTTAR PRADESH,Post Graduate
G. UDAYAGIR,BJD,0,3500000.0,0,ODISHA,Graduate Professional
KOLKATA PORT,AITC,1,130000000.0,83 Lac+,WEST BENGAL,Graduate
URMAR,AAP,2,20000000.0,7 Lac+,PUNJAB,10th Pass
BAHORIBAND,BJP,1,30000000.0,29 Lac+,MADHYA PRADESH,12th Pass
RAIPUR RURAL,BJP,0,30000000.0,2 Lac+,CHHATTISGARH,Graduate
KUNNATHUNAD,CPI(M),0,150000000.0,3 Crore+,KERALA,Post Graduate
POTTANGI,BJD,1,2000000.0,15 Thou+,ODISHA,Graduate
MOTI NAGAR,AAP,0,240000000.0,0,DELHI,Graduate
BHADRAVATHI,INC,4,60000000.0,2 Crore+,KARNATAKA,Graduate
CHANNAPATNA,JD(S),5,1890000000.0,76 Crore+,KARNATAKA,Graduate
HOSAKOTE,INC,4,1070000000.0,1 Crore+,KARNATAKA,Graduate
VALSAD,BJP,0,30000000.0,5 Lac+,GUJARAT,8th Pass
MANDALGARH,BJP,0,210000000.0,10 Crore+,RAJASTHAN,12th Pass
GANNAVARAM,YSRCP,0,30000000.0,5 Lac+,ANDHRA PRADESH,Graduate
MEBO,INC,0,1480000000.0,0,ARUNACHAL PRADESH,Graduate
BAJENGDOBA (ST),NPP,0,7100000.0,0,MEGHALAYA,Graduate
BADAMI,INC,0,50000000.0,2 Crore+,KARNATAKA,Graduate
DHARI,BJP,0,30000000.0,1 Crore+,GUJARAT,12th Pass
CHAPRA,BJP,0,40000000.0,32 Lac+,BIHAR,12th Pass
SALMANPARA (ST),NPP,0,9300000.0,35 Lac+,MEGHALAYA,Graduate
ASANSOL UTTAR,AITC,0,30000000.0,85 Lac+,WEST BENGAL,Graduate Professional
HATHRAS (SC),BJP,0,40000000.0,0,UTTAR PRADESH,Graduate Professional
BARMER,IND,0,30000000.0,0,RAJASTHAN,Post Graduate
BARIPADA,BJP,5,900000.0,94 Thou+,ODISHA,12th Pass
EGRA,AITC,0,8500000.0,55 Lac+,WEST BENGAL,12th Pass
RASHBEHARI,AITC,0,50000000.0,99 Lac+,WEST BENGAL,Graduate
CHOPRA,AITC,3,10000000.0,1 Lac+,WEST BENGAL,12th Pass
K.R. PURA,BJP,3,1220000000.0,23 Crore+,KARNATAKA,Graduate
TARN TARAN,AAP,1,50000000.0,6 Lac+,PUNJAB,Post Graduate
BHIWANDI EAST,SP,1,50000000.0,3 Crore+,MAHARASHTRA,Graduate
GADCHIROLI (ST),BJP,0,20000000.0,38 Lac+,MAHARASHTRA,Graduate
RAIKOT (SC),AAP,0,30000000.0,0,PUNJAB,Graduate Professional
DUNGARGARH,BJP,0,170000000.0,41 Lac+,RAJASTHAN,Graduate
DELHI CANTT,AAP,0,20000000.0,39 Lac+,DELHI,Graduate Professional
SASARAM,RJD,0,30000000.0,35 Lac+,BIHAR,Graduate
PERAMBUR,DMK,10,0.0,39 Lac+,TAMIL NADU,Graduate Professional
MEHAL KALAN (SC),AAP,2,1700000.0,5 Lac+,PUNJAB,12th Pass
SEPPA WEST,BJP,0,90000000.0,23 Lac+,ARUNACHAL PRADESH,Graduate
THONGJU,BJP,0,0.0,30 Lac+,MANIPUR,Graduate
SONARPUR UTTAR,AITC,0,60000000.0,2 Lac+,WEST BENGAL,Graduate
KONGAD,CPI(M),0,4100000.0,25 Lac+,KERALA,Graduate
RAIGANJ,BJP,0,50000000.0,88 Lac+,WEST BENGAL,Graduate
CHAMPDANI,AITC,0,10000000.0,14 Lac+,WEST BENGAL,12th Pass
SINDRI,BJP,1,10000000.0,0,JHARKHAND,10th Pass
MOODABIDRI,BJP,1,40000000.0,25 Lac+,KARNATAKA,Graduate
ROHTAS NAGAR,BJP,2,10000000.0,28 Lac+,DELHI,Graduate Professional
BINJHARPUR,BJD,0,40000000.0,59 Lac+,ODISHA,Graduate
DUNGARPUR (ST),INC,3,0.0,0,RAJASTHAN,Post Graduate
PIPALDA,INC,0,60000000.0,3 Lac+,RAJASTHAN,Graduate Professional
RESUBELPARA (ST),NPP,0,10000000.0,0,MEGHALAYA,Graduate
MALAMPUZHA,CPI(M),0,6000000.0,0,KERALA,10th Pass
YADGIR,INC,0,110000000.0,67 Lac+,KARNATAKA,Graduate Professional
BUDHNI,BJP,0,80000000.0,68 Lac+,MADHYA PRADESH,12th Pass
DUMPORIJO,BJP,0,100000.0,0,ARUNACHAL PRADESH,12th Pass
KUMARAPALAYAM,AIADMK,0,10000000.0,0,TAMIL NADU,Graduate Professional
PATEL NAGAR,AAP,1,780000000.0,32 Crore+,DELHI,12th Pass
TYUI (ST),BJP,0,20000000.0,0,NAGALAND,12th Pass
UDAIPUR RURAL (ST),BJP,0,30000000.0,22 Lac+,RAJASTHAN,Graduate
AMRAVATI,INC,1,60000000.0,1 Crore+,MAHARASHTRA,Post Graduate
CHANNAGIRI,INC,3,60000000.0,1 Crore+,KARNATAKA,12th Pass
CHAIBASA (ST),JMM,0,10000000.0,5 Lac+,JHARKHAND,12th Pass
KHARAR,AAP,0,10000000.0,39 Lac+,PUNJAB,8th Pass
KHALLARI,INC,0,10000000.0,2 Lac+,CHHATTISGARH,Post Graduate
KHANDAGHOSH (SC),AITC,1,3000000.0,0,WEST BENGAL,10th Pass
DIAMOND HARBOUR,AITC,0,0.0,0,WEST BENGAL,12th Pass
SUNAM,AAP,3,950000000.0,22 Crore+,PUNJAB,Post Graduate
BHOR,INC,1,200000000.0,26 Lac+,MAHARASHTRA,Post Graduate
SRIVILLIPUTHUR (SC),AIADMK,0,10000000.0,15 Lac+,TAMIL NADU,Graduate
GOGUNDA (ST),BJP,0,9800000.0,8 Lac+,RAJASTHAN,Post Graduate
JAUNPUR,BJP,1,6900000.0,0,UTTAR PRADESH,10th Pass
PARBHANI,SHS,2,20000000.0,55 Lac+,MAHARASHTRA,12th Pass
BANSDIH,BJP,3,20000000.0,0,UTTAR PRADESH,Post Graduate
MAHNAR,RJD,0,40000000.0,29 Lac+,BIHAR,Graduate
JAGATSINGHPUR,BJD,0,7000000.0,12 Lac+,ODISHA,12th Pass
IRIKKUR,INC,2,10000000.0,5 Lac+,KERALA,12th Pass
AVANIGADDA,YSRCP,3,160000000.0,56 Lac+,ANDHRA PRADESH,Post Graduate
HASANPUR,RJD,5,20000000.0,17 Lac+,BIHAR,Graduate
KAWARDHA,BJP,7,10000000.0,12 Lac+,CHHATTISGARH,12th Pass
BALRAMPUR (SC),BJP,0,90000000.0,36 Lac+,UTTAR PRADESH,Post Graduate
CHANDRAKONA (SC),AITC,0,7000000.0,15 Lac+,WEST BENGAL,12th Pass
AHMEDNAGAR CITY,NCP,1,100000000.0,3 Crore+,MAHARASHTRA,Graduate
DHANERA,IND,2,630000000.0,18 Crore+,GUJARAT,12th Pass
MUDDEBIHAL,INC,0,220000000.0,1 Crore+,KARNATAKA,Graduate Professional
NALCHAR (SC),BJP,0,4600000.0,0,TRIPURA,Graduate
BAMORI,INC,0,0.0,75 Lac+,MADHYA PRADESH,Graduate
YELAHANKA,BJP,2,630000000.0,77 Lac+,KARNATAKA,Graduate
PHANSIDEWA (ST),BJP,0,10000000.0,0,WEST BENGAL,Post Graduate
VASUDEVANALLUR (SC),DMK,1,80000000.0,4 Crore+,TAMIL NADU,Post Graduate
MUKERIAN,BJP,0,30000000.0,0,PUNJAB,Graduate Professional
THANLON (ST),BJP,0,10000000.0,0,MANIPUR,Post Graduate
TIRUCHULI,DMK,7,110000000.0,3 Crore+,TAMIL NADU,Post Graduate
SULTANPUR,BJP,2,0.0,0,UTTAR PRADESH,Post Graduate
JAMALPUR,INC,1,20000000.0,2 Lac+,BIHAR,Graduate
BOKAJAN (ST),BJP,0,10000000.0,46 Lac+,ASSAM,Post Graduate
SONGSAK (ST),AITC,0,280000000.0,1 Crore+,MEGHALAYA,Graduate
OBRA,RJD,0,40000000.0,23 Lac+,BIHAR,Graduate
ARKI,INC,1,20000000.0,23 Lac+,HIMACHAL PRADESH,Graduate
MOYNA,BJP,0,70000000.0,1 Crore+,WEST BENGAL,Graduate
NONGTHYMMAI (ST),AITC,0,140000000.0,57 Lac+,MEGHALAYA,Graduate
MADATHUKULAM,AIADMK,0,460000000.0,6 Crore+,TAMIL NADU,12th Pass
GAIGHAT,RJD,5,20000000.0,75 Lac+,BIHAR,12th Pass
BHITARWAR,BJP,0,240000000.0,1 Crore+,MADHYA PRADESH,Graduate
RAIPUR CITY WEST,BJP,1,80000000.0,3 Crore+,CHHATTISGARH,Graduate
BELLARY (ST),INC,42,170000000.0,3 Crore+,KARNATAKA,Graduate
REHLI,BJP,0,50000000.0,19 Lac+,MADHYA PRADESH,Graduate
BADLI,AAP,0,150000000.0,1 Crore+,DELHI,Graduate Professional
RATABARI (SC),BJP,0,7000000.0,2 Lac+,ASSAM,Graduate
JAMKHANDI,BJP,0,570000000.0,4 Crore+,KARNATAKA,12th Pass
KONTHOUJAM,BJP,0,0.0,42 Lac+,MANIPUR,Graduate
SITARGANJ,BJP,0,70000000.0,12 Lac+,UTTARAKHAND,Graduate
KURSI,BJP,1,10000000.0,0,UTTAR PRADESH,Graduate Professional
BHOGRAI,BJD,1,30000000.0,6 Lac+,ODISHA,Post Graduate
LOHAGHAT,INC,0,300000000.0,3 Crore+,UTTARAKHAND,Post Graduate
SANGANER,BJP,1,10000000.0,46 Lac+,RAJASTHAN,Graduate
BHOLATH,INC,3,500000000.0,2 Crore+,PUNJAB,Post Graduate
BELUR,BJP,0,4350000000.0,12 Crore+,KARNATAKA,10th Pass
JAGGAMPETA,YSRCP,0,70000000.0,1 Crore+,ANDHRA PRADESH,Post Graduate
GANAUR,BJP,1,880000000.0,16 Lac+,HARYANA,Graduate
DARJEELING,BJP,8,6400000.0,0,WEST BENGAL,12th Pass
NARASARAOPET,YSRCP,4,100000000.0,3 Crore+,ANDHRA PRADESH,12th Pass
BARAULI,BJP,1,9400000.0,5 Lac+,BIHAR,Graduate
PORIEM,BJP,0,230000000.0,11 Crore+,GOA,Post Graduate
BARNALA,AAP,5,4400000.0,0,PUNJAB,12th Pass
KUNNAM,DMK,46,130000000.0,1 Crore+,TAMIL NADU,Graduate
DABWALI,INC,0,100000000.0,9 Lac+,HARYANA,Graduate Professional
BANMANKHI (SC),BJP,2,20000000.0,21 Lac+,BIHAR,Graduate
MANGROL (ST),BJP,0,80000000.0,4 Crore+,GUJARAT,12th Pass
BANGARAPET (SC),INC,1,460000000.0,14 Crore+,KARNATAKA,10th Pass
RAJAMUNDRY RURAL,TDP,0,120000000.0,2 Crore+,ANDHRA PRADESH,Graduate
PARIHAR,BJP,0,20000000.0,55 Lac+,BIHAR,Graduate
SANDUR (ST),INC,0,20000000.0,88 Lac+,KARNATAKA,Graduate
KUMHRAR,BJP,4,30000000.0,0,BIHAR,Graduate
CHAIL,SP,3,170000000.0,1 Crore+,UTTAR PRADESH,Graduate
DABRA (SC),INC,0,10000000.0,2 Lac+,MADHYA PRADESH,12th Pass
RAJABALA,AITC,0,110000000.0,69 Lac+,MEGHALAYA,Graduate
JAYNAGAR (SC),AITC,0,10000000.0,14 Lac+,WEST BENGAL,Graduate Professional
MANAMADURAI (SC),DMK,8,20000000.0,46 Lac+,TAMIL NADU,12th Pass
KARANJIA,BJD,0,30000000.0,0,ODISHA,Post Graduate
NOHAR,INC,0,9400000.0,70 Lac+,RAJASTHAN,Post Graduate
MILAK (SC),BJP,1,120000000.0,4 Crore+,UTTAR PRADESH,Graduate
BURWAN (SC),AITC,0,30000000.0,0,WEST BENGAL,Post Graduate
ICHALKARANJI,IND,2,280000000.0,5 Crore+,MAHARASHTRA,Graduate
KOLEBIRA (ST),INC,2,4600000.0,82 Thou+,JHARKHAND,Graduate
PERNEM (SC),BJP,0,40000000.0,47 Lac+,GOA,Graduate
UJJAIN DAKSHIN,BJP,0,420000000.0,8 Crore+,MADHYA PRADESH,Post Graduate
MANDI,BJP,0,570000000.0,68 Lac+,HIMACHAL PRADESH,Graduate
THIRUVAIYARU,DMK,10,30000000.0,13 Lac+,TAMIL NADU,12th Pass
THALLY,CPI,25,50000000.0,0,TAMIL NADU,Post Graduate
BHIWANDI WEST,BJP,3,50000000.0,2 Crore+,MAHARASHTRA,Graduate
NILAKKOTTAI (SC),AIADMK,0,170000000.0,28 Lac+,TAMIL NADU,Graduate
DALTONGANJ,BJP,0,30000000.0,20 Lac+,JHARKHAND,12th Pass
HOWRAGHAT (ST),BJP,1,10000000.0,0,ASSAM,Post Graduate
MUDHOL (SC),INC,1,5800000.0,34 Lac+,KARNATAKA,Graduate Professional
DHOLKA,BJP,0,60000000.0,5 Lac+,GUJARAT,Graduate
LUDHIANA NORTH,AAP,0,30000000.0,46 Lac+,PUNJAB,Graduate Professional
YEVLA,NCP,7,260000000.0,91 Lac+,MAHARASHTRA,12th Pass
JOGESHWARI EAST,SHS,4,0.0,3 Crore+,MAHARASHTRA,12th Pass
MUNDKA,AAP,1,2920000000.0,6 Crore+,DELHI,Graduate
DARAUNDA,BJP,4,60000000.0,32 Lac+,BIHAR,Graduate
CHATRA (SC),RJD,1,7700000.0,52 Lac+,JHARKHAND,12th Pass
BEED,NCP,5,70000000.0,2 Crore+,MAHARASHTRA,Post Graduate
DUBRAJPUR (SC),BJP,2,400000.0,0,WEST BENGAL,12th Pass
BARPETA,INC,0,4100000.0,0,ASSAM,Graduate
DUDU (SC),BJP,0,40000000.0,98 Lac+,RAJASTHAN,Graduate
KADWA,INC,6,10000000.0,12 Lac+,BIHAR,Graduate
YANGTHANG,Sikkim Krantikari Morcha,0,3900000.0,0,SIKKIM,Graduate
UNA,BJP,1,60000000.0,1 Crore+,GUJARAT,12th Pass
RAJAJINAGAR,BJP,0,40000000.0,0,KARNATAKA,Graduate
FORBESGANJ,BJP,2,60000000.0,24 Thou+,BIHAR,Graduate
PANNA,BJP,0,0.0,2 Crore+,MADHYA PRADESH,10th Pass
SOORSAGAR,BJP,0,150000000.0,5 Crore+,RAJASTHAN,10th Pass
ANDHERI WEST,BJP,0,60000000.0,62 Lac+,MAHARASHTRA,Post Graduate
ARANTHANGI,INC,0,10000000.0,34 Lac+,TAMIL NADU,Post Graduate
MAHAGAMA,INC,2,40000000.0,78 Lac+,JHARKHAND,Graduate
SHAHPURA (SC),BJP,1,10000000.0,50 Lac+,RAJASTHAN,Graduate
NAGARI,YSRCP,4,90000000.0,71 Lac+,ANDHRA PRADESH,12th Pass
JETPUR (ST),BJP,0,2700000.0,0,GUJARAT,Post Graduate
URAVAKONDA,TDP,1,0.0,3 Crore+,ANDHRA PRADESH,Graduate Professional
AKOLA EAST,BJP,1,170000000.0,8 Crore+,MAHARASHTRA,Graduate
KRISHNARAJANAGARA,INC,1,70000000.0,21 Lac+,KARNATAKA,Graduate
SINNAR,NCP,2,200000000.0,4 Crore+,MAHARASHTRA,Graduate
HALDWANI,INC,6,100000000.0,26 Lac+,UTTARAKHAND,Graduate Professional
KANGRA,BJP,0,130000000.0,25 Lac+,HIMACHAL PRADESH,Graduate
LIMBAYAT,BJP,0,20000000.0,43 Lac+,GUJARAT,Graduate Professional
BAILAHONGAL,INC,1,150000000.0,72 Lac+,KARNATAKA,Post Graduate
DIDIHAT,BJP,2,20000000.0,91 Thou+,UTTARAKHAND,Post Graduate
MACHILIPATNAM,YSRCP,2,0.0,1 Crore+,ANDHRA PRADESH,Graduate Professional
BOKARO,BJP,2,20000000.0,74 Thou+,JHARKHAND,12th Pass
CHILLUPAR,BJP,3,9100000.0,9 Lac+,UTTAR PRADESH,Graduate
SIMULIA,BJD,1,9300000.0,21 Lac+,ODISHA,Graduate Professional
BHABANIPUR,AITC,0,0.0,0,WEST BENGAL,12th Pass
BASANTI (SC),AITC,0,7000000.0,3 Lac+,WEST BENGAL,Post Graduate
YACHULI,BJP,0,490000000.0,37 Lac+,ARUNACHAL PRADESH,Graduate
ADONI,YSRCP,0,90000000.0,1 Crore+,ANDHRA PRADESH,12th Pass
YEMMIGANUR,YSRCP,1,10000000.0,99 Thou+,ANDHRA PRADESH,Graduate
VISNAGAR,BJP,1,150000000.0,2 Crore+,GUJARAT,Graduate
BARJORA,AITC,0,1900000.0,0,WEST BENGAL,Post Graduate
MARIANI,INC,2,10000000.0,27 Lac+,ASSAM,Graduate
KALYANPUR,BJP,1,30000000.0,9 Lac+,UTTAR PRADESH,Post Graduate
LORMI,BJP,0,10000000.0,0,CHHATTISGARH,Post Graduate
RAJAHMUNDRY CITY,TDP,0,480000000.0,8 Crore+,ANDHRA PRADESH,Graduate
NIWAS (ST),INC,1,10000000.0,21 Lac+,MADHYA PRADESH,Graduate
HALOL,BJP,0,60000000.0,0,GUJARAT,Graduate Professional
RON,INC,0,60000000.0,23 Lac+,KARNATAKA,Graduate
UMRED (SC),INC,2,40000000.0,1 Crore+,MAHARASHTRA,Graduate Professional
VEJALPUR,BJP,1,190000000.0,11 Crore+,GUJARAT,Graduate
HARSUD (ST),BJP,0,170000000.0,1 Crore+,MADHYA PRADESH,Graduate
KODERMA,BJP,0,30000000.0,53 Lac+,JHARKHAND,Graduate
KANDUKUR,YSRCP,0,50000000.0,10 Lac+,ANDHRA PRADESH,Post Graduate
BHANDER (SC),INC,2,20000000.0,3 Crore+,MADHYA PRADESH,Graduate
KATOL,NCP,8,140000000.0,4 Crore+,MAHARASHTRA,10th Pass
MURSHIDABAD,BJP,6,3400000.0,0,WEST BENGAL,12th Pass
DOON,INC,1,0.0,8 Crore+,HIMACHAL PRADESH,Graduate
NATABARI,BJP,0,10000000.0,0,WEST BENGAL,Post Graduate
OTTAPALAM,CPI(M),4,10000000.0,5 Lac+,KERALA,Graduate Professional
HUBLI-DHARWAD-EAST (SC),INC,0,50000000.0,1 Crore+,KARNATAKA,Graduate
GUDALUR (SC),AIADMK,0,0.0,3 Lac+,TAMIL NADU,Post Graduate
NEYYATTINKARA,CPI(M),3,5200000.0,17 Lac+,KERALA,Graduate Professional
SHIRPUR (ST),BJP,2,9400000.0,13 Lac+,MAHARASHTRA,Graduate
PREMNAGAR,BJP,0,6200000.0,1 Lac+,CHHATTISGARH,Graduate
NILOKHERI (SC),IND,0,0.0,0,HARYANA,12th Pass
BAIJNATH (SC),INC,0,40000000.0,5 Lac+,HIMACHAL PRADESH,Graduate Professional
PEN,BJP,0,100000000.0,19 Lac+,MAHARASHTRA,Graduate
JEWAR,BJP,0,0.0,1 Crore+,UTTAR PRADESH,Graduate
PURANDAR,INC,7,2450000000.0,13 Lac+,MAHARASHTRA,Graduate
MADURAI NORTH,DMK,12,130000000.0,0,TAMIL NADU,Post Graduate
BORIO (ST),JMM,2,10000000.0,0,JHARKHAND,12th Pass
RAJARHAT GOPALPUR,AITC,0,9900000.0,12 Lac+,WEST BENGAL,Graduate
VAV,INC,1,6500000.0,9 Lac+,GUJARAT,Graduate Professional
DHARAMGARH,BJD,1,2400000.0,1 Lac+,ODISHA,Post Graduate
ATTINGAL,CPI(M),0,0.0,3 Lac+,KERALA,Graduate
DHANDHUKA,BJP,0,10000000.0,21 Lac+,GUJARAT,10th Pass
RANIWARA,INC,0,40000000.0,1 Crore+,RAJASTHAN,Graduate
RAFIGANJ,RJD,1,10000000.0,0,BIHAR,Graduate
BARBIGHA,JD(U),0,10000000.0,16 Lac+,BIHAR,Post Graduate
NIKOL,BJP,0,290000000.0,2 Crore+,GUJARAT,Graduate
JASRANA,SP,0,320000000.0,2 Crore+,UTTAR PRADESH,Post Graduate
CHAKAI,IND,1,0.0,59 Lac+,BIHAR,12th Pass
BHAGWANPURA (ST),INC,0,0.0,1 Crore+,MADHYA PRADESH,Graduate
RAIPUR (ST),AITC,0,0.0,0,WEST BENGAL,Graduate
PURSURAH,BJP,2,200000.0,0,WEST BENGAL,12th Pass
FARAKKA,AITC,1,30000000.0,2 Crore+,WEST BENGAL,Graduate
BAGDA (SC),BJP,6,0.0,9 Lac+,WEST BENGAL,12th Pass
MENDIPATHAR (ST),NPP,0,10000000.0,0,MEGHALAYA,Graduate
BILASPUR,BJP,0,0.0,7 Lac+,HIMACHAL PRADESH,Graduate
NARAINGARH,INC,0,530000000.0,8 Lac+,HARYANA,Graduate
FARIDABAD,BJP,0,580000000.0,1 Crore+,HARYANA,Graduate
MAIHAR,BJP,0,70000000.0,56 Lac+,MADHYA PRADESH,Graduate
SHYAMPUKUR,AITC,0,70000000.0,0,WEST BENGAL,Post Graduate
NAMAKKAL,DMK,0,270000000.0,13 Crore+,TAMIL NADU,Post Graduate
KRISHNA NAGAR,AAP,1,80000000.0,61 Lac+,DELHI,Graduate
BHILWARA,IND,0,450000000.0,25 Crore+,RAJASTHAN,Post Graduate
PUTHUKKAD,CPI(M),4,5900000.0,0,KERALA,10th Pass
KASUMPTI,INC,4,100000000.0,6 Crore+,HIMACHAL PRADESH,Graduate Professional
BARHAIT (ST),JMM,2,80000000.0,2 Lac+,JHARKHAND,Graduate
LUNAWADA,INC,0,10000000.0,4 Lac+,GUJARAT,12th Pass
SAKRA (SC),JD(U),5,210000000.0,84 Lac+,BIHAR,Graduate
LATEHAR (SC),JMM,0,0.0,3 Lac+,JHARKHAND,10th Pass
MEERUT CANTT.,BJP,6,1480000000.0,13 Crore+,UTTAR PRADESH,Post Graduate
MATIA MAHAL,AAP,6,10000000.0,21 Lac+,DELHI,12th Pass
MANDHATA,BJP,0,30000000.0,22 Lac+,MADHYA PRADESH,Graduate
GOVINDGANJ,BJP,1,2200000.0,0,BIHAR,Graduate
POWAYAN (SC),BJP,0,10000000.0,15 Lac+,UTTAR PRADESH,Post Graduate
BURARI,AAP,3,1000000.0,0,DELHI,Post Graduate
MATHURA,BJP,0,10000000.0,0,UTTAR PRADESH,Graduate Professional
BISALPUR,BJP,4,10000000.0,7 Lac+,UTTAR PRADESH,Post Graduate
GAMBEGRE (ST),INC,0,20000000.0,0,MEGHALAYA,Graduate
